Event,Px,Py,Pz,Tot-OpAbs,Cerenkov,compt,CoupledTransportation,eBrem,eIon,msc,muIoni,OpAbsorption,phot,NOfOptPhotons,NOfScintPhotons
3117,-0.00992009,-0.656827,-0.753976,3479.2,2272.28,0.0,358.157,0.0,148.451,367.927,332.381,110.984,0.0,6237,35556
3118,0.469708,0.608846,0.639282,3731.99,2847.84,0.0,147.808,0.0,0.0,169.609,566.736,119.857,0.0,6564,38273
3119,0.302028,0.861913,0.40729,5466.01,5097.57,0.0,31.455,0.0,148.996,187.993,0.0,177.573,0.0,8991,55809
3120,-0.82942,-0.516171,0.213609,8371.22,7535.06,0.0,198.15,0.0,148.931,489.076,0.0,272.908,0.0,13485,85429
3121,-0.666431,0.266477,-0.696318,2799.49,2472.5,0.0,326.989,0.0,0.0,0.0,0.0,89.7081,0.0,4956,28635
3122,0.349446,0.490463,-0.798332,2431.25,2107.51,0.0,323.74,0.0,0.0,0.0,0.0,77.1541,0.0,4510,24861
3123,-0.310731,0.731423,0.607014,3786.25,2853.25,0.0,524.635,0.0,69.2086,206.631,132.525,122.127,0.0,6454,38668
3124,-0.344204,-0.285851,-0.894323,2842.79,1916.19,0.0,247.962,0.0,148.993,386.935,142.709,89.763,0.0,5420,28963
3125,-0.52176,0.690551,-0.500905,3541.27,3380.81,0.0,160.459,0.0,0.0,0.0,0.0,113.912,0.0,6144,36237
3126,-0.737252,-0.0845915,0.670301,2890.21,2527.88,0.0,362.332,0.0,0.0,0.0,0.0,92.3669,0.0,5031,29533
3127,-0.0955573,0.425729,-0.899791,2076.74,1736.4,0.0,340.342,0.0,0.0,0.0,0.0,65.517,0.0,4019,21301
3128,-0.628735,-0.348847,-0.69498,2967.03,2720.15,0.0,246.876,0.0,0.0,0.0,0.0,94.9018,0.0,5185,30300
3129,0.968656,0.0393184,-0.245274,8833.35,8430.03,0.0,136.626,0.0,145.186,121.506,0.0,285.923,0.0,14430,90013
3130,-0.329442,-0.142704,-0.933329,2614.76,1846.55,0.0,263.433,0.0,0.0,197.519,307.259,79.9772,0.0,5621,26747
3131,0.744944,-0.476631,0.466778,5252.08,4390.7,0.0,327.447,0.0,148.997,384.935,0.0,168.191,0.0,9024,53415
